p_code,cr,name,link,price,cate1,cate2,cate3
200837,1,케이스위스 뉴코아창원 아웃도어디자인 남성반바지 4220PH234(BK) 바지,https://cr.shopping.naver.com/adcr.nhn?x=YO5Nzf7YQRSdHeKyE91r0f%2F%2F%2Fw%3D%3Ds6ZrAuqXt69SP%2BlbbIwsZLXyRTIhTYLSRavQJtfCq74iY9OBDO7BqumSMsEmP8RbiQDaWgAnim1Ny4xuDUy3kz6wZDHwqzVjXanmfJcSOGwNww89c93GBE7WMDnVonKgpxBzwo3v2BTGXvg86E76hMYrOOzepTlkPyIEym%2BgKitVcQeWr34P4%2BtnO1s7KGU9uD1Lgl2Wgn4Gqbftt5EvLQ8iTinuphNMLuba4bod%2Fsczi4JHQbaBgX9yxAIgQEbhbnfxqrxAmZQ3CS2tyjT3so1xxrehB5sghimmIA%2F1ggdqBzxOsDjrvKIrUUjNIRuH6hm%2FV1g485RsFeYr3Hs2Xkm9t%2FJ%2BMV3Awn7tEPQOeWxdIAJ%2FJQ9vsa4G5awamMD3Visext5K2yYkF868rsMDqicd9NBWVOOQmerFIJN64mHlSqDL78s9zlfhOBh6Vy4Tyx72P1MzfeDsyK%2BcBtz34gLP1IJ5XlR9xkf947gZYU%2F3EdaSHECcLj6s9touVV6XxACEGFtUMYyWx6V%2F27UOeDzNsMwxgC0NfmzzgUHX%2BDws9CJ8cwe5e9r5ilerXWFIaRYd29B%2B5QGRauO6FR6udJueFNx8PWlNcPxSJrPiiYCZEUqngnkwzF7Ni%2Blul%2FJGPc4N%2FASije9MiCL%2BVsqx%2FvQoBwGCymvaMV7O0Wp1ARjxHXfJdTXZ7473Covbojr%2Fe6aYqcQYBqDUJ1OBkiFU5IuHDwXvYvT%2Br2sp7uafAISDSIkNZBHPfGgZ7Q9HdaLXuQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=23402624997&catId=50002632,47500원,스포츠/레저,등산,등산의류
200851,1,케이스위스 퍼펙트 무빙 썸머쿨 팬츠 3종 여성,https://cr.shopping.naver.com/adcr.nhn?x=enU1HCR5ZjotRUS5ktwogv%2F%2F%2Fw%3D%3DsTXDUpxuO5aSYZsae1aNRPO1VfZCnbJO8ORFhuS3dVwyTWHOIU7Dvu7hR73o05227KLrHSLAlcdUEkkP9Px4pMvINP1RBhzmctBNtQFR4o3Vc%2B5Egb9WrdE9PQp%2Fu48M6c6hyWBLc%2FcjJ9IjA5t2bMsbKWxWoCTomdIWYi4SdparedQ437dBR%2FiupyiAu2qNfw6ZjbtkbN7RD61dGUzg7G7U1aDytG54YGQFRDKvzYJzpcJxNf%2BAshHz7vQoXAPPnuvOdKVSTfJnCUgv7N8Ck8KlVuIsNDYz6g74RjZIJqyH%2F%2FoJTThoVecMN1ybOTbn%2BfpifQF8ZMIJ87Jr3WAEdz0w8cWB9dGUPzHBXwdmZDX97wjKCB8CZEpzMXrbRj0pDxKP5P1dq4u3W6trZYnO41rAkW%2Btbo8zU2PBfF40%2B65Oi4%2Fr0lz1oSk9AW8qzFsUvpOr9sPYwajBkeE07IGGkJ5SCPsmGKllbt0kl8XIxCXRjsWERtDjIdLhJz2tGGU%2FJai83EVbMDvzV06wNeZeBjTqiUH7sSyglSgkEWWY4owlDM15zBn%2Bs28WaQLZLcR8DnD38MxfZLVnMXa3E7TvClFz5e0d1fman%2FyYT6UtuzmvRKW8E%2Bi4LG9DYMmJq97C31m6uXqZexI0w7GG2dXkKu%2BFUbuFeExAAEO5uZCCtelcOW6JIUSDgvWrYh0tuAqIwuho28Ni7f1i0r%2BKaUsx6hBGk4XMJtozo5T3u6g%2BJ%2BOuogr1dfCLVfVAbLLvJ13Pr9ujbAtxHLKEPDm5JnlhvXM2OqH9l6YII5ugOGfB4CYY%3D&nvMid=18989963615&catId=50002801,36310원,스포츠/레저,골프,골프의류
201562,1,한샘하이바스 밀란5 내추럴월넛 공용/거실욕실,https://cr.shopping.naver.com/adcr.nhn?x=fZ2eIvQQw6KHWCyP8lpBMf%2F%2F%2Fw%3D%3Dsa3%2FVtFXjpgKpLjG3bQgYCMtdEqOeTlsuGEq6D8U9p869k%2F40GMgrhpM1nAzwnowFRVHF353kIQ6A6QpXatzrN7MCkysB7KpquO%2B%2FB5XmJ26O%2FBxmGgVUY8wUsQ3f5vYZhdnQiKzxMozOyQHlYJdJooqb%2BXjkdNRzBFxvvbEv%2FSXKxUTcNCEQb6igkwDTDK7KNpJmfL7UyBJ8kbmhxNFA2PWsi%2B5s%2Fb%2F40XaxNFjaERVmna99zdUru%2FAVeCSEDXHrPq7ZgpG1pkGudzMDUIZDxGVzo%2FVhqOcmz89DgxY%2F4DvBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDYNDHEl%2F4FgoxIBnCMDvCh4yyhpaVWloH6%2FSVEd6MiS199X6D1UHIJFMdTpeuxskmrq2%2FfR6ry%2BO8HOAzWg9jm%2Bl731bRJjZGbd8kgxhASs2rVXCQM7RzhmOG4Gt%2BYftRylpoMLTxaRYgzL1wa7CtD9ASX4tUfI4UHC4QiifaIMOYS65gl%2B6OGwwDK06vAfuRuYDvxYrHwcyl6p5vdX5hzJVln2G2IRiT8CvMYe63C9ITIETHLNys2o0jgmxqRUJqFu55R%2BjcYGRLOZKdERoPGr082lOn15cBjanCRGvyW%2FTwSzZBbGawD%2FLtJTNw98K3kHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=82609913796&catId=50008208,2901000원,가구/인테리어,DIY자재/용품,리모델링
202054,1,비비씨 남영비비안 063 소프트 체형보정 올인원 바디쉐이퍼 3종,https://cr.shopping.naver.com/adcr.nhn?x=Fua3fixSbRnHbM4Mf8x6Tv%2F%2F%2Fw%3D%3DsJzfEFfJMHc2jCDExdhf9dtdXaeycFZMvKtB2OaKYfKdd10uf0SMmBmPU%2ByL95x2IZBRuHWVAEB5fMyjFWz6UrBoChNpsGXQ7SIfzdrgx1KJoGs%2FQ5ltkfBptQbutzzy5RsCh5GS%2BklokEzA%2FJ0VszxCGSQdcrj%2BZJHLmJxgT%2Fbt3a%2Ffg83643Zu0DacKQQJp9tEIhINA2OTfNyE6%2B3Nc6K4iCQJNsbBl848iEMW8ZIM16MuCNwIuMSNYHwKvAZL4hmeWtJmvw8M90EK%2Bzy5a1yVdN3LpKf%2FbKuiZi7z1XJRS%2BAiJn4zx7WVCcpGHp95u7Z6sY2Gu63VPV5rb9yGhisIBwxuOOA%2BnmtCjWPmM%2BdMiGeBta3MwN%2FJCYu9N6A3IFFAXnwZzqniWBL7U1GSpcm0ijBdGOxYB0uLKVak80w4iYZ7duy9oUC8IENAcxtz7oBKrAqJVyJEyqdQhc30Zf%2FO6Ie4oVJyXoGm5cO4SRfvg3tVLzStBgpBfL4FpJsGcL14t1Rf7W%2FlE7F42og4ZnYk0NsyoWFExbJUzJyd8PRCOxnXbxVYnLSjPpn6L0I0XW292ION80B2o606kPO8sj46%2F74bs%2FzNmznhIO5N5zjVQGDKO8H%2Fa0DWn5vniCbt96WVWeO0DbgTkcVSN%2BRidlctVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=18957521895&catId=50003626,10740원,패션의류,여성언더웨어/잠옷,보정속옷
200200,1,비버리힐즈폴로클럽 블루 옴므 기초 3종 3개 세트,https://cr.shopping.naver.com/adcr.nhn?x=IoT8dbalVmRe%2Buh75or4if%2F%2F%2Fw%3D%3DsSHOgNtvB67BXB6JGiET0mFs3epv3w48P3Xc8h%2Bb%2FhAutwe4IfBsfRUU4e1jGzWEBMcR8WwcQaPrjnIh%2FaWfVm6e7c9ZYoFqxWUv0sGye%2Fb85VIzkLjkp0Adlbl9u1M28qWRDDUDTh%2FQ37FKZnk746TfJEWv4y%2Fh8BNkUtoSMSCgRWTvrYkj0cov9pXmEHo6QqRO4iE02obAR%2FlY0wr2vYd9%2BKy%2Fm0d%2BgYWHtEf61Jo5c8Scn9ROh9v1JufR5vuI6DfK5zo26Uc1NAeMcc9z%2B3uiCvhPj6JBcK4iaif2oqGqcRYt1VTTdHqG14k3pVsQLNFOqwalkWilvrfpoFLqFkiPrbb8saYPBknuQWjsd4FRI6ShP%2FWbrFjtxVehfm1pTwK4mcY%2FoIrSi3JbhnQauLFDXzUTA9W9JjxdxOx6ZMIOy396tgCQy3gScCZlOStCo6xCNwU9h%2BTcTY8II7Q4hnHR808Ean7%2FVL4JQ%2FzRv2%2BGMz7EMR7RZAghIfTMgEssbmt9YTuZoOKUJOLWq%2F1cfN6JEspIreOXMQLTce2fBMOJVvauWdmj63%2B89aoTsPHbny%2F6MHZ6u%2F5n6uuzlUc6JNEuUiTS4CHUtVxQrWeRhExgjSFPMRqdtRmGRLA%2Fwf7tHPWdEnjKhDUHJeBldgXhqxSRn3K7jjdNQDHwCt1RU8QlGZxcJf5zj0Dg%2BKVY3%2BEsSCncaZkfznvYQEYMQuepE3etmfVJrQyvBXEXofLv%2F9Lg61sSl7T3elF46EeU7MiaKo8CY2%2BT%2FCpbR0JdbIgAK9%2FI0fIFRfBZUPaSLRPGc3PIFMhClffgfOXvjkyDCmBOsTqswei1TAGyECbpU9cRLIr%2BGBoyQkiFtSLwcV09cBvfMBoaOXZv1dfDWeGThUrpoUqCJHLF7ASbQuTpcgyqL7w4SwcLvxUEucVmH%2BcOht40%3D&nvMid=11380263007&catId=50000334,32200원,화장품/미용,남성화장품,남성화장품세트
200318,1,델첸 MA-BL1S,https://cr.shopping.naver.com/adcr.nhn?x=1WeoA%2FDKsjH375hGHKaaCv%2F%2F%2Fw%3D%3DsDwYYhG8vWBeAnA3rKTCdfd1j6Mxy0GY%2BYUrXtt8G4Yg5rwkSZxEq0u5ADxXULyWiJ2KLIDh2ozPX%2F5H4aOghR3aCxXrv29krgYNbu9XonblYAGJmvcAzKG61QUJsB1BS1c3ZKp8rA1MCoNCRoK1wQKgLUHAVK8Ns0a3ua29a8qPaH%2Bo1uYx3c%2F20TmNqYJspCczVryP6BhPC5VibOIQz5gTnDQWiTVMeJI3350MWqYz2OL3Dd38D4qBe3XhKm7kg1TO2T3JxGNMUJe3DulCiVqwcZF2a%2BJ%2B4JtEl6m0jfiK95vSoSTXO02MQqwtjXhg1S0z73aZVeG4uCHJwlAqbeUcL6%2F7KU6KHbIl4HXclUM%2FMzhOqp4flYQ6Pe4C%2BeJSmVRcYCK5P4M1fM1EuRyQXqQOYo6k1Oo50TUU4fpFFbAIHs%2F2PHkpmvWjL2qy1nHubhJAS5z5EGz%2F%2BvcGWrMkQRjsbV36qQeDa0ef4%2BnynBNr1QQzCLreNp8sjPDBjStixlBz1jdzLHiTWlSl%2F9Q07dAOXNKSsyMAsT0lbyzNK81dFiBdPxTSuvYOb67FAYBAGjyezLxNx8tsWwuZpmZGcVDfmMKfKSnQFyOvsNn%2FcZwrukp1At2GMlbKVOdr9d5OwT8AlxSYkXaLH96LNyv1p9akulbovb9HMQZ2rLPtLEzjj1bRoyNhsDgTmP5UfDmTaA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=13799486121&catId=50001861,59000원,디지털/가전,주방가전,믹서기
201085,1,쇼핑 베이직 스텐폭조절다용도선반4단 왕자행거 벽선반 스피드랙 앵글,https://cr.shopping.naver.com/adcr.nhn?x=i1WJLsPfwuRbtp4f3Blx6f%2F%2F%2Fw%3D%3Ds0yIydJCrHzgo27mtsnEWzeATydMEmtZ98IWv%2FZMKu9vPK3cLVtKNKGJojx2nkIvkVYBm%2BHCnFslGGAGr32deU22LBb98stfwSh3HfFBt627U3SDxkrJGB2b04EyWhn%2B5mcHyyWIvyAHX8K3WalFNclwWnIwus%2Fsb5FSfxo5Co%2BGLdmQNBaVQpng7q5GBeXJsK7AfS0VK4mOKbSwt0TgkLqyLxQAd8S7ucWgI5nzS2QY2tFU5KxiABgST5j2ZWBq461Yz1hck9%2FKqNiGP01IPrbfrJ8QvlXVHVjIWh488VH5WEXeXwSaubPu0qUaxQfPPa%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7t%2BA4ZxuXLRA8h7Jn8hI3osP0Wr3T0uZBobnMSHEv8c6Ki%2FZ0ES6Vy7ODFBhHnlu%2Bpv5tVnGiLfi1sVl%2Bp18eCGWQTu2wDUEY0wiTEtNbSm%2Ftk%2BYphvkjohua74RDhrGf0gUL2cZ3CbeQ30jAA3QGjCLybY2P3Z0vEZ9C4g5OLrAsiVQRY%2FuK19CYtiiOxUyjT2%2BjPrRb6MEuo2EB2t4fI4K7CMj9k1Nx48QcK%2BENBnKROuLCo%2B0j1oPBNu9FL99Zs3dshf2T8haYI8WOIGM1c7y9O26Di8KMS%2BiGo7JDPn2WsC00NyDALeryuDsItzEvsc0o4DsjP7Rmf3qMX39b62aGimR4pR27mrh1IoDTOSgA%3D%3D&nvMid=23796816995&catId=50005260,63300원,생활/건강,수납/정리용품,선반/진열대
201087,1,705 베이직 베란다 폭조절 다용도 선반 4단 벽선반 스피드랙 철제선반,https://cr.shopping.naver.com/adcr.nhn?x=WVEBgs2zXJ%2FJLGER%2B10VFv%2F%2F%2Fw%3D%3DsxTaPIiP1%2BakNy6tPKz0t75Bh8Y%2F75eDpAAo0%2B1%2F5XEzPK3cLVtKNKGJojx2nkIvkwKdbaHP%2BMtcUUgbuBT6%2FAA9ENSnp9BmvSSMimP%2B6NqbiFqm%2BtIWlXYAmcc%2F981AblgmLY%2Bm4fqRpyazbSnEvIfoioYTITHjewhHDKnQy04iE0BYTDQkKxvsslcEmopZX3TXnOAr4%2FmvhkLKwN%2BIOlRvLAnjy1k9PVYL%2FMiCoIiSW5wA%2BnUwbHw37Vz0yOG3CouP69Jc9aEpPQFvKsxbFL6Tq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl090JPnJAOUtzS3T3QoNrS5OPABl3Nx58CoKwqs7unziysNpt7dBDhl7fdG99ypGapHLxhU%2B4V6u1Fe2nzGKnfZHaGirgdPhjct0dw9EuBDMkzi%2FLnvelb9o45HF7Q%2FPqCgDyZygD4UU9d7xTpvnCAf0OUzSlHAnIQd0ZCNQeljpSzFGNbT4az63t9AyqTTO0hJbnsE%2FEJgy38m3%2BaQomXNZINewF967YQLuteMXJngbfNd6IKCrkcSf4gLQC2wFl9P1YfesMzZyC5uaBDodYVowqmSO8GM9AAPORAUVRsVPSagxnRMpCwygxj0b6nUTgONWSat%2Fh57hhhihxpRGTroW9TZjqEQTAbFzUBl8432wvhVEAf6wwM5tqtSh0bB5Hx&nvMid=81852136142&catId=50005260,59470원,생활/건강,수납/정리용품,선반/진열대
200957,1,베스트하임 더담백한 에어프라이어 대용량 5.5L 민트,https://cr.shopping.naver.com/adcr.nhn?x=EGnVCmNSIhQ6IYfLU8aSn%2F%2F%2F%2Fw%3D%3Dso0bL25v5Nxie6Yo1MZyAFIrpfu9wOg5gzGvLkWriE%2B%2Ffdk38P3tzOW8va3WPLg2L2%2FQ2akDYc4rO0PGUlhsrz9Z7S4q8KD%2BnKvxVr0nDaXVY%2FZZdlrqilZQddH3ux7gDzF7gQUzef5MTETiRODRt7fmYwrNPXpvr%2FScsekCTHFA3HVvsnN6O1%2BLIP0v4UcTj6aTAzmBWxIFc3o1sWCfwB6xUTfizNciQK%2B%2FJMo5kHrlWrxaEGYqB0DQc4FejQVgO5U2gGyIKr%2BCneHICukB%2BZVoHSkl7YZZW5TAyPji7wN4zw6RiK2m4radrqdOg2kX4ueCfFDuywxl3T1PQ6PKMjF5qtMG%2FJ0PUtQjclakIAMhtUO2W8OlXwp7jZ6N2i%2ByPHlqIEs233aSzPRSD89p%2B4ijkulC9iJnbAUPCvDC%2FAK92%2BMpmBUL5XWunq1NQXIwy8tUBYP3n0hqjmGTeLCCno02rWGraza4l9uQ4Itk8iIHzVuAdvKVR5qBVSH0q%2B734rGg%2BvrLF2YT3mC0pmbiA4jOOiwDnjlJxN2XNgmRg7osMjYyflKsJsimNI0BPOL%2FXVGI2aSHMoX%2FsTRjMgNcVyO%2BXWKflwDonuCVWp9Q%2FTJ3ChdI2jY0qrkLmx9km89t32BvzulrlLykjL9omomgS%2BMxKrJBJDFw1P71oI04uelHke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=82363798861&catId=50007072,98000원,디지털/가전,주방가전,에어프라이어
202102,1,로베르타디까메리노 NS Shop 로베르타 디 까메리노 밸런스업 지퍼쉐이핑 란쥬패키지,https://cr.shopping.naver.com/adcr.nhn?x=QOxmANMtIuOsYxLssM17jP%2F%2F%2Fw%3D%3DsPJ3swr9CHMhYVtBjcj0SA7T1SbF7stOh5taTeRo3zKgSaK7%2FJwiOOYwo8CO%2BCLNILuYwxIcotjqoOxncIMH8VIc9CRv6nwBiMwxV3afCfvikJj6MvzTdClwj2w4qg6i4REWchkPqxdp%2B1x6DGHZsv2P42eX2ngB9T3D1EBfVY3k%2F%2BLPvDLkzW7PIUDDJj4Uu5ve0%2Bx1suO4tXZmR9mNPCUls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YyFrzJ6%2Bh4xZsyBo0RLGcV6fCUCG1rRFBXg%2BTnxA005N%2BIsAfYbErxFaBMUfFBHkHande4%2BH3Nj%2FoqFt2BjIMzg01Hk3xGYvB58hKtSu3wTxhGSN%2F5ZeC3jUsYv4GQr06XWj1LR%2FDHvVXI8oLukvwGC8oWlR38bYHqERcRsBBOWFR9J3QzwoyB11ogoaWVt78SfLKPihtO%2BgAL7HrnixGd4TessOAAQseOiwP4Poc%2FNNwzxkq0kapR78AfEWCSj%2FMaMuMiZA6%2BRoqdoKKOuzDU2orVksl1FiBd3tE3zmRTHDTdmrg9zhJND7rFUpMEgYVAVRcYCK5P4M1fM1EuRyQXqQOYo6k1Oo50TUU4fpFFbAIHs%2F2PHkpmvWjL2qy1nHubMcVviw3DVWgf0lXHkLjpTfuTfrdB6YPp851164j5aZb1QQzCLreNp8sjPDBjStixDXXQ%2FKQPMoKIehy92wzqSgbIP36eZ%2FUU7dzepxJ%2BS4xFiBdPxTSuvYOb67FAYBAGqzpnj6d7c0NVPdK8gH8EONz3EKISa8w5Wu5%2BEVHWIDKxOsPRsQJiDMpxAo4h%2FY7d5BB6EnjFJnUIeZY2x%2F2Fkybv7Z5PAcU0OhUYr3fzc5KezJIEDZPe7fD%2BbtTGFZX%2BIKCzfTU04D0ju34XJLgSill%2B98A2OR27AqSwDkD6daARpOFzCbaM6OU97uoPifjrRbasT2%2BZ6Wauc8OEroigtegQUDKLtIOSQVD4FnKZRvLNjqh%2FZemCCOboDhnweAmG&nvMid=21742413571&catId=50003626,13410원,패션의류,여성언더웨어/잠옷,보정속옷
202163,1,족장 김병만의 정글피싱 낚시대 도시어부 카본 릴 루어 민물 바다 전용낚시가방 세트,https://cr.shopping.naver.com/adcr.nhn?x=TP36KOY4JYmhbc1OeMZk%2Ff%2F%2F%2Fw%3D%3DsGKcmrAZKxMXy5SrAsvz9xfDU0qk2hD2AdU9jE0Cay4sLzl%2Bhlv6g9KNDCNps47IUc71Cf5xUWsk78JwXEUMoMIv5yJPsFKpLTeoXE7gLohDRmHRHSl9zkJpToWsFOZH8K9cJAzhSf2EBO1grF0SYzJ2Rz0vMuKG0%2B95KVKmpuawwFsBRMuERzOt%2Bjqj4UJgn2SgNmFlPITY%2BonMsYDjA7mLg3kepzeQjW03NnsI55tTChF%2BPt5gGfYXeZnWaU9cDeYdICSSlWH0fp2U30XC5scOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOq09TFfNMeuOdQD2LdkHmasEDpveIbDn9XYJOyyyJfgi8kC%2FjVOL5i8JjNA2GYiMKusVUZiVk6RSaGQiNVjD%2BFRowefsEME1qpc2agpsB5My8pmN%2FVZB0WDncqmviWLv5W8bLTs9yqT3jZoWbwax7SkDsqny%2BL0nX5Q1aaufCRrw15AVxkCw5wEtAKyxtqD1%2FE3flZNioqVsyHA8ALyATDxZmfL4FzKer5Yef63rjWRwRKAhgi6NBI3YbZJDGcsIrKFcZKRTkXFbxZM3ZTFEIc4Js7bmPFhPEUo9jZNvTe888M403on4FbqlsQ2rNVzDG68etISpIMAh%2FuTo7cyBfrtgl%2FwsDbHn6dNCIfPNmuvv36qkoQs9mnoVNVTX9QNBXZzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=82182395802&catId=50003015,90990원,스포츠/레저,낚시,루어낚시
201828,1,컬럼비아 콜롬비아 NEW 남성 옴니히트 베이스레이어 1종,https://cr.shopping.naver.com/adcr.nhn?x=OZbMv3dhpYxHBGghP%2FuM%2Fv%2F%2F%2Fw%3D%3DsW34XSj7RL5Nl0OnJO7byF61B0XMYFE%2FoTSi6u%2FDfmrRU2FRz1KxbeclHA5i6bPZKGdw5%2F74fRF8p1hksRWyGagr9tVbcweWA2503reukeKdrCvPiXKXlmLPyGDSCO7YMnHI0tHvRW8BBD0jznAyT%2BJgiYphPPKXRXBx%2BNVU3eHBFxokL%2BesOuxJNyynDGY34y%2F6MHZ6u%2F5n6uuzlUc6JNGnxWE51bwaT6GKWyvLuXR3UYfyXBSFtV9zv3MuSw0s0VWevjzk93TahKkyODPTxZVrfDfxv5O3%2F%2FqqRInyn0LgHWqEqXS7q1gPqBsSFh%2BwU%2BMUg35%2BkzX4qJJAYZArob2wi3vZutjg6nd4plb3VEB6NkrQCTsnS%2BmXVP9pmyq5jOLTFT7cdND0tipJ6VldssN0Y2kJayMJxfFJ2rSgliiygyJpd9Txfgw44g9qt4RdzdG0xy3O5BXA%2BX58hm3PXRmMjnQdnL9wtXZ1LI9BLQeEQhkkHXK4%2FmSRy5icYE%2F27dIBakKSC%2FecSFSX2ad%2FaS3bC2ZJvYpDQ5%2B%2F6SI%2FJNHFkIptLkhleORsoGb3BUK6QHikMtsxtdQOPOuYRhmC2VfM%2BWTJ2oK7HuSRsGsZHiftKsaK6szvgRo5X5XC1HnWy%2BFpKsPfZrJA5suSJk4BcOATl2nDl82jWlKS7heURHcPUBkxe6UQ56IaRi%2BLcGtaA%2FIYNl2o%2BoX02Ssovzab38LsD%2FS9I%2B2LxwdjijZ9qy3AtvwWnFkUXmovKIraaNOcfIcN5nXnd1e%2FyvKVkVcOcuHs3T4qzSBIVN2HAysFdoOQ5%2FizKfftXqwvsHcccbLxQRzu9HS2%2FFZoRaaI1awN4uYKoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=22861119620&catId=50002631,14177원,스포츠/레저,등산,등산의류
201830,1,컬럼비아 여성 웜 베이스레이어 세트 FFYESH11,https://cr.shopping.naver.com/adcr.nhn?x=7B6FS6Me%2BNLKIwfOVf4Tw%2F%2F%2F%2Fw%3D%3DsqeINTJijLSUi83GGv8dhsM8mGOnUkVr0SvaNKWobIY9AVsnSUn9n7OCWyRRNBAt6rkeEH2m%2BuUw%2F3kTIByXXSikSOWjR9SPXjqSVhWS01cbOnJcoDbItBlqFD3GG7vQZJ9lY9TOTpBJ554AUAESvJAw1PY71GmfqO1HfIW1SIIFtrArEnW5J0KmX%2Blpj2hUfhmeWtJmvw8M90EK%2Bzy5a1%2Fb35QJjxEv%2FzLo%2FdpPCoVvibrUFaEyMWLjVmXjH4IXSeYVOMzZNhZrk2DO4ehYRyZna%2Fgc62DhBiZ4wl6VQKSril46PXPq5vttA2g8whO4Lyr%2F1NVcPc5yZjkp%2FQ4s7wjQwb3DPbWuBYuWwepAogrCmv9jdF0sy9Y94b0wM8u9QckSsmoT7kI4z9if3wnxgzPrDVjfZtlhL0%2FrnKRTpMW7JpalMRJtIoRlaukmiHvWM3fNeIGF8uEhD4LQsX1iLiDPDpGIrabitp2up06DaRfi54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyNv79Ff5VZ3TgwPuZatcjIGzaLo3YojXuQJMvdaZ%2BI%2FySOb2SkRaoR0b6XyRqOKKxJqQ89X%2BBFu5O5bo6GqY%2BTyxyTNOpvF5JKAAUscSxRXpC0SPkG17Tf8eFOrL0SdC9uMyBb4s9OCeEumuugeWtQJUBpReRr43pvg8IgqY1OxOhV8ZAatpro%2BGbOLPbTgj6TSIYo5B0LUyQBNWSR5CxjeOrjteFYRDuGDASabFlOJmYnHIcETcJifOE8sb44IMxekJkUJtxRl2AtNBn5F1qfApplNBu2r0qNEMDsz%2BeSBaxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=12305332649&catId=50002631,9110원,스포츠/레저,등산,등산의류
201581,1,해피콜 크로커다일 IH 후라이팬,https://cr.shopping.naver.com/adcr.nhn?x=XGHzSSIX0bscPxCPkeICJv%2F%2F%2Fw%3D%3DsoFa9Zo7QYeSqRuSGnMtcRoq%2BI0GUtGYIIdnlCT8iOruFv%2BanAtLC2Rq5LU8bySFHiAOtEG83mr4zIGLlUlXLnfedpXShBzBGcjNTCWVi5NegZj1f1D2IeGHYM3n6sCBDGqlQVLMXXJj8Md0pPP%2F2tlCSlTkSBt%2Bb8HvifnyDKTaZkNSGWjMqnCkknpQN9Lx0Z51b4zIIhzI2xYZuL9f9QD9rXyqENDUD8omnd%2BAEOiskO5dl1C6jgsIfDPDccbo8lyYXql6JFLZlqKhIS1ZyvvRb6klUKr1KLs5stJcFFTkoeWzfWuNA0B5IL4xuXWecaMMOfDz0rwJqGgpHE7P0eTF85cCtNqvX5InRTQhmab3WRYXhWv%2FIfBA23VtKswCOI3pM0SU2%2FeOTnfxEkgE5o33OQ73pOp8k80xjTuVq88%2BLs5yHWNoz1D%2BFTOJgWUXeATfuZ%2Boqm8OUJlOnoxqVBKLrA8aHpraw1CVWQpRsQ%2B%2B6nWemeTRk047BfdtSJR7IdVtThqNcyP3xVVTx3IvinlVd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2FzM14hLnDLcqiYaQ9Kx6yBSEhb%2B5%2BbgCLWD5ufmjwVaCrXwP6brJberL69cCfYG4JYJA%2F08KOAh8BbqsRlmqWmKAhfbmRc6T9Q91MqoVII6q35C8nW6enLiKOxTX9nWxCVQsv7FAD%2BieXxjb6o5UOusZhxYVc0XZZfNO37uBxLATCTNBDREF0JBW63ln4eyl0vuoGyGk0iQvMpWxEiNZjqE%2FAJcUmJF2ix%2Feizcr9afWpLpW6L2%2FRzEGdqyz7SxM4LVXLAqS1xhNe1LMtnIjvgwN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=22708338156&catId=50004559,31590원,생활/건강,주방용품,프라이팬
