p_code,cr,name,link,price,cate1,cate2,cate3,cate4
201768,1,H13 삼성블루스카이 CFX-G100D AX40N3080DMD/AX40N3081WMD 일체형필터 1SET,https://cr.shopping.naver.com/adcr.nhn?x=Pwme4KtC79iB3PQHkWivpf%2F%2F%2Fw%3D%3DsSG4WHR%2F%2FoP7GwbXnNcDu65kY2SOyDNJP00tcmKELjLfbjLeQxd%2FisrL%2FkNjSgbpR5gSpEKYT24%2BnZ6Voe%2BCfatLfvQLktmSfG1f23fqT0Q0fY1SNBRXJSkL%2FS3zEZmNYoK8bG6lNDOYY0AFjgkN%2B8LdgGWpKI13GLAQ5wTN7a6LiVwVXk47UVyUQeAzGz2zEzenrwSJrs9ZghHeHgdVTQ1U0YmNSfJUNar6TADMnqETJrHFGbgfwdxgOLQHcHeJCZ9BPu5bC%2FF3Pycy%2BFcIoXT6QkCoUeXGgtcrZnSluaYkO1cL%2BsnV04XaQBfnBzARGZXOj9WGo5ybPz0ODFj%2FgO8HPv45Edr5fvvv%2FlTzZa4VEOnKSk6pZmBmpZwGZXBENx2FCJsryE%2Fx5ZJbL2%2B81ghWfXvCvGVOrBVkhv786u443twGKvvHds2%2BRrQfOsSVYL66ucYN2HJ60QLhJO3fIqicO%2FYISnRWQYuuVhschpgmFL%2B4Ku7GihGNXlscESPkfWoA2qQr5FKPLuzrMYGz3XEl86BjGCq9%2FuYPJiqWBdJ778V8TgGEO5Rm8qaXhRvgtn0CoxiZc%2BBf6xI8Mj8x9kgN2mp3w7qPVCrF1wMc1f1KDrhVsDsR4rhxnIitiMGcnq%2B1QG9%2BhKxA%2B8QzplZRlOsCXvxgsh01jjMSRp6jVKj2WFnooEuunLi3Ryy5NkSe%2BYTWbMxtog6j46Om9WH1y7w4SwcLvxUEucVmH%2BcOht40%3D&nvMid=82570984450&catId=50002547,29500원,디지털/가전,계절가전,공기정화기,공기정화기필터
201716,1,H13 삼성블루스카이 CFX-G100D AX40N3080DMD/AX40N3081WMD 일체형필터 1SET,https://cr.shopping.naver.com/adcr.nhn?x=s2rr6BLCrYkxtdhtUEoxt%2F%2F%2F%2Fw%3D%3DsWvQgRwp8snQzCQA5TUnzwZkY2SOyDNJP00tcmKELjLe5GGhTW4CU7P4hk0Br6NpulKE4mm3CgQsNrVlIncjl5dLfvQLktmSfG1f23fqT0Q0fY1SNBRXJSkL%2FS3zEZmNYoK8bG6lNDOYY0AFjgkN%2B8AG69JRCeBlUex3alAZNOD2khePljgS94PGlb%2FaNZ7mU3YPKG%2F%2BJ6AOXqSth6gHyXSHxF0frQobJex%2FLBHDCdm3JrHFGbgfwdxgOLQHcHeJCZ9BPu5bC%2FF3Pycy%2BFcIoXT6QkCoUeXGgtcrZnSluaYkO1cL%2BsnV04XaQBfnBzARGZXOj9WGo5ybPz0ODFj%2FgO8HPv45Edr5fvvv%2FlTzZa4VEOnKSk6pZmBmpZwGZXBENtcZAslLE8y7iWDFBy0iAQxWfXvCvGVOrBVkhv786u443twGKvvHds2%2BRrQfOsSVYL66ucYN2HJ60QLhJO3fIqicO%2FYISnRWQYuuVhschpgmFL%2B4Ku7GihGNXlscESPkfWoA2qQr5FKPLuzrMYGz3XEl86BjGCq9%2FuYPJiqWBdJ778V8TgGEO5Rm8qaXhRvgtn0CoxiZc%2BBf6xI8Mj8x9kgN2mp3w7qPVCrF1wMc1f1KDrhVsDsR4rhxnIitiMGcnq%2B1QG9%2BhKxA%2B8QzplZRlOsCXvxgsh01jjMSRp6jVKj2CAY%2BocT1mdyfctml3YN3hMGZx58nfkLx7qjokvdG6TQ4SwcLvxUEucVmH%2BcOht40%3D&nvMid=82570984450&catId=50002547,29500원,디지털/가전,계절가전,공기정화기,공기정화기필터
201404,1,꼰떼오브플로렌스 여성 피우미노 롱 구스다운 1종,https://cr.shopping.naver.com/adcr.nhn?x=6BgHHaX9VBZ5%2BO10j0xJw%2F%2F%2F%2Fw%3D%3Dss1GtswqI538ZMJMbYt84860wk3pOkfCN7FgSwvbp9Xxc%2FhX5Wfetz3RvOJWMI5qDeTvb0In9XyWHwvVodw7JvHak75PYAKAvf6oT2cKJPVeEI2%2BEj1Z8b46dPQCxbYBjPuzZkdpilyI7d5svYSeEPHyMR%2FRPIIrXOwSToxkRAHoeKc2vHmyDiFz6z7BhkveXpOr9sPYwajBkeE07IGGkJ9BreOv63RozqIbfjGhjLAcfHPgHqmGUyc3xuasBsf5Z4SGD8degA2Lqk6rghEE5m6Jv0s6aghujO%2Bz0mPUr3TE91uvz81%2FTrGhTwxZxfohC8YbB5n%2B9NXaWg0O%2B7GZGYWwi3vZutjg6nd4plb3VEB5kOfHJkkNnCs%2F4XjwuyxZgbEVh1G27JM26ahKiDlW3d5Mbze0PNDs93nVr5EmJHf1WEXeXwSaubPu0qUaxQfPPa%2BpHa6ewb0%2FDpcGez9%2B2Mmaf7oVVn%2BbTDsruUdhAA7stca5MGDU65%2BoNHUOF7HphOiSHso0SSRvAEEo5QU4QSsZyR%2F1JYLvKKD2jbjGYc7i0QhtXwya%2BUZkfjaq017vlIjbxAMh%2B10%2BjmxnveZkXVLwXLiHmB3mDBxLsj1WUkDixUN6uw2fQBTOd0qUiTVDnSVBfzFSmvnp%2BidQAJX49FjnCa8jslEfkoP5sAzLyvKomqipLVrbN1NY%2B0KcYXCgJlGtSBfnPGCKOE1hkBoh3h6cpdezJSynX%2Fy4wUGJG5SkNauEcRynSn%2F8orOK7nc90aKn%2BB1RjHoYXnKNOCjnMpwOZgiSD1A%2BNq9eTZ8ECfK5Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=23681355807&catId=50000814,100000원,패션의류,여성의류,점퍼,
201753,1,DV90M53B0QV 전기 인버터 건조기 블랙케비어 9kg,https://cr.shopping.naver.com/adcr.nhn?x=kGglScOm046iPleXbktR9%2F%2F%2F%2Fw%3D%3Ds2BFnEo5wiWJQdhPQtA5fLs4nsjFq7Oh5KMZRSWKa2JEiHGIXs%2FL3VZ9RCM5OQ1c6dzwpaL7S0oRIVbjOZFwGPYT3IEwoP45B4oo6RKBJPea2%2F4HkNgrNpt%2Bvg%2FqJP899uXTeigexiMg%2FQUwQhcRYYJ5dA2YyRiZI%2BPh6mB74Sm9yHB8HOnsOCzGKrCw%2B87wbE2c7GNKAHOpoJUMN1Z4LJs%2Bq4EBdkQupnLvuUCfWw3XwYHQXOPmPSSBNW92GySsKvPcgSdJ%2BCCVk6cB%2BxyYOP61iiwZ8F5B169lxOYF0MKCbO9TaPdaw1X%2Fl1RUnGp19hmeWtJmvw8M90EK%2Bzy5a1yVdN3LpKf%2FbKuiZi7z1XJQfHCbAayYn%2BjJhM2NDe47RosCuu3NO6q0te2PNRm54QF4RvIGhJzajhTVAspq5JSJFdmXom%2FELvdlH0NKtCpjy3XChkvCt7%2FRzot8LxdC85v%2FLTIrMZovCGD0HzhQ1wdRiYEtKs2LEFUcgO5VMhGnHbsnBAPxVCLjMePzAAvDk5pUKRi45DImMbwY6fuCa4DMfnIGhDbgaYy%2B3%2FB4UM9LlWxgWan1%2FyQ%2BtexfIFd39bavtUBvfoSsQPvEM6ZWUZToCUswcFQjydauURh4X9Dtmvi5banE%2FM9yAvEtTbW5PHFaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=21608857198&catId=50002346,987250원,디지털/가전,생활가전,건조기/탈수기,의류건조기
201700,1,DV90M53B0QV 전기 인버터 건조기 블랙케비어 9kg,https://cr.shopping.naver.com/adcr.nhn?x=v8%2BxkxapClMhqkmSPBv9S%2F%2F%2F%2Fw%3D%3DsW0s39r8M3xKNcqm6lz2OpLbDdRHpLvxF5gYouv2qCsLoMiaEc0hUjKBsE%2FJYSVz3JQ%2BCo8aLNUQUlVIlFhvLW6%2Fm%2FaufIlrBqUxV0IEjMLRn3hG8BLuxqGgCsL1gFvN250CFYcQdda2x3W9RHr1i2ZlUPExc%2BFso4EA%2BEYRyORfyav2t4isMFbqnQkQFGENcyukC9a3SHUlE3aO3uIfYD%2FPdXvbZ%2BiMk6inX5vmF9OLiqQtcyEWSFbNWraNLvLtJYFmd2c4zlsRj563ADr1FcIIaC1yjWcSD%2FBARrt1F%2BfrzjToRVEgncO6wxsLaR%2FrcYyOdB2cv3C1dnUsj0EtB4RCGSQdcrj%2BZJHLmJxgT%2FbsFbfqvhBmyFER%2BD7e%2BrtE2vEME7QN%2BsRUWhsp7WjcIB12tT2AG9M5jxdXEaCkbHF3%2FsuIiYjJGAABV%2FeCn5P66MMAsUm9IY75CVOsZ%2F9y0nyGlgtk%2FXKDBQ3AV7Taogn%2F3gtaGUIOtO4b0dAKppv3MRJVkk2kxLtR6hVAwgTReTDfSeoc2Egqx6nQqGO4AzxqENBe6zkfI8pMbijZ%2Fh8s%2BIj1XNgJFoR%2BJyiY0bys82iXY%2B1HUOEZ277TSHU1UnbpIILpiJIvbkDFwBcMcN24r1utmExwN18WoQhwVuSK6M%2BWBSfNjaWC1uQ%2FRnVtLKB8dHI8FZtQVGFZJxOyBDKc%2B&nvMid=21608857198&catId=50002346,987250원,디지털/가전,생활가전,건조기/탈수기,의류건조기
201754,1,삼성전자 그랑데 DV90M53B0QP (9kg/이녹스) 건조기,https://cr.shopping.naver.com/adcr.nhn?x=4Qo1km8z9pTEGdjpugRt4f%2F%2F%2Fw%3D%3DsYA7l21%2B64HB2I8zuIYu4q9%2BR%2FIG%2BC4acOcvb9N%2BrL1l0iov1bmsGgxyrlzU%2FSSmWi2AmWqZHT3OfJDIQpQAMb%2BIQ%2F1eaaQzlocLRMViETKdDj59vMRI%2Btam6ByWoFniQVGcO2KjzX64OTFmZEcmak%2F04%2BZxb19LXNhhwcZkRbc9EIrSuQkEa%2B8QMJffqwRaREXkKA3q31hJ1rR1iorylFMu1rI7y%2Bnxga7qkc20jAaEHS16Mm4swTlRWNG5xgFwbjYBt%2BSQgySbLgpbX9yywKy8B2c2Uy%2FEPWylzj3XdYOKCUeoFdNIGKGWl3enXlqHTgGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F3kq3jiG9bvAAWc2w5TRp7M1yvf1sQVe%2BBCPsPXnE%2FvotXbm8fwCqSuBxqY73mvX5sjF%2FNG3ga6riJOBGWgill%2FjB5%2BwQwTWqlzZqCmwHkzL7MY0%2BGnr97%2BmiX%2B1taSHQhkZXHloTVcM2X0VlNtAyez12VQjL3iJ5QEpr0qvI7G2shmPnHv1ieuXeJDc%2FHtoiJN82GDtt7rwZ%2B2HCRzHard5NeqO%2BBoPPsGT%2FircAerTeYQsU7TtARBhTKL6TvT1FPc93BV1axtnc185FH7qhHynnItnlu5H0KGlytmXJrurv5h1E5BokRnNaZ48Z7QjfiFbDf4gHI5rSMJU1BWcIOg&nvMid=82296303176&catId=50002346,1184960원,디지털/가전,생활가전,건조기/탈수기,의류건조기
201701,1,삼성전자 그랑데 DV90M53B0QP (9kg/이녹스) 건조기,https://cr.shopping.naver.com/adcr.nhn?x=PUAplpRQyNiGHo8mMJLCBP%2F%2F%2Fw%3D%3Ds7D2y%2BJP2YggZFPiA29bbgb9VIjhe3EFZzxPQjFME5Jd5bmV77EVTyd7Tl4JoGKyKbpdKPmVP78aVUbDJtYawU0N7RRsXEQ3Zu5qQnp0MKz8UyeeRigQi%2BHEubZhrjoTkyt9syGARTYTd8EJKy9KP35n2Pp2xDxS81Sj0CRrhS3OuhQ4eBpSYhWU9rAQXxR9WsHPC0aspL8S%2FlLsJWL9jBqxUTfizNciQK%2B%2FJMo5kHrlWrxaEGYqB0DQc4FejQVgOViQquWL300ZzXaQU%2BkFLV3cPCyJq%2FgYymN7Wd%2FsTTlpYO4Am6plsaXHSO650j1yFP2tfKoQ0NQPyiad34AQ6K9%2FdVvwtcOUlbNrGLU3RUnpkH0pWu7FWk%2FloeXbleJtbXTmSv4OZAEhmmljUi4BikG3mElZtUFNt%2FUvpt1n27jVuyyc%2BFOnQESxytvZ7LzXO%2F8yUSXoZf42AVonqAIn4UojC9bvkKr7l5KpyhVH0jQdqicgyvcpZV3cRkuC1%2Fy7Cq%2FMS2DhXsWNBp7SLFM9%2B5ZCVNF43%2BOq0rCAqtvz9hHDTGiC4JXlejPrVoOBmGC4jJgj%2Fmslg0gI%2FP0KJJtRwunWIQ1u3zt0GFab5rzIWlsM3XcelFT%2FHQVb1VVO4EYx%2FFkdxesuZqQyW8cIynHHDtM9R2UAA1S9BsPYAM10YhB8dHI8FZtQVGFZJxOyBDKc%2B&nvMid=82296303176&catId=50002346,1184960원,디지털/가전,생활가전,건조기/탈수기,의류건조기
201755,1,[삼성] 건조기 고급형 9Kg 화이트(DV90M53B0QW) 5년약정,https://cr.shopping.naver.com/adcr.nhn?x=9bTgJsLhsJOk6ZDINn61uv%2F%2F%2Fw%3D%3DspLxj16fznnIjQ6QcTzF2qfT%2B7WMOrYQxxzApf1dOkih0iov1bmsGgxyrlzU%2FSSmWi2AmWqZHT3OfJDIQpQAMb4QGeqPWM4nzJaWwseAfnY0eqxwx5DLYFCLdxQJFb5QKAcFvTZhuDOLm9SSKNLoiAHWD9lymZdege0Se21xgUal2CIrKspaPhqTD8ik5UF0iliheoOnHu7DeXFHbezEMc7h%2BZU%2BB4nIkYVPSLDCx%2F3fF8inVk6c7tVMLy8y%2BqHUXy%2FTWU9a04q2o58CIcoV3l%2BPalu1mmT3cWRs4k%2FraV%2FzaSErmN%2BwF0VfHYdBfagGHf2B38Cujp1E4ub3p7CaVZFVd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2FkOcJv%2FLjD26SAik7eP%2B%2BtAZYvYVAavDlar4xQl3vyjBeEbyBoSc2o4U1QLKauSUiBmSb1L40h7rzp3HM44Tr6m4Jfup8rDe4spUk8vsQQKEqpd2CZGgWhgfwxaptiaFmUWyA9ocD9WGIYm760n%2FkPyxCbBRKig61q2VGEvoyC5J3c7eRuqxuTuuvswDyEGwxYa1xFPXCgjyH%2BObZ8wMdp6sq%2BQGr0FCjd%2F05AVj0%2FrD6Qo7MAGTTRGeAApUroh%2FpHrM3DLGjCkWuVrCIIG%2BjRGoKebJmvqK95d2iR43GQxCBrjGDJ5K8PiZP430Yu3engqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=23489523144&catId=50002346,27000원,디지털/가전,생활가전,건조기/탈수기,의류건조기
201702,1,[삼성] 건조기 고급형 9Kg 화이트(DV90M53B0QW) 5년약정,https://cr.shopping.naver.com/adcr.nhn?x=Kbdu6RRpp7j3qDKWqkFxSP%2F%2F%2Fw%3D%3DsP9O%2B8vwexOVG49OwIhGvPXeJY1yYgjjqUhfvjEZ2j7xVlVx2ivoGCMHcfeZiEqjrb4D3xS6zECJXCDymnAPX3Hk1UMqlqAy0LreA6UdM7F4ozpVEuB0ZTg2FkFDCTkM5aetQbLkYrwcZqLV9UGBhczkBScXakqllmySC2Hb9L1Y1%2BEOz9piEECQ8RXLtl2RtExr3fks8iOX2IE%2FIbbuG339BxgV%2BvMA2Cr6BmDlVRiTEYnIPgDYRoTjfXrQLM86HvHF34nXIw9LaA6hIR79GMDrrpzpETPe%2BcK%2BZOHKNPD0EIx9wiBl9W8xj0V%2BGciMPouP69Jc9aEpPQFvKsxbFL6Tq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0wz%2FcqzO04MZ2HN6mJJlEe7qqZ0fKv275upuCxCwbVwOBSqTc9xFkylzI1ogAdaCkDR6E4NKOfXcT0dtloGh2HVZlTl9MmFlWuTvhaR58ha4oA9%2BDfvhLAK23iCuGiJfkSKLi0Eo%2Bg93onFsmXergoIWyGeVCYF6Zz0NHBZ3tDCxpcyjz5tLy%2F9v3P9MsWXCLJxuebvDRR%2FgpKioaVLTZNQPWMp9mVQ3ZUvecndEbK2HmELFO07QEQYUyi%2Bk709RTqS6Vui9v0cxBnass%2B0sTOMj0p7NQ5ag8KnrDJXlVC%2BwDfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=23489523144&catId=50002346,27000원,디지털/가전,생활가전,건조기/탈수기,의류건조기
202449,1,제주바다 문어 추자도 7분 손질문어 (8팩7팩5팩3팩) 팩당 180g 200g,https://cr.shopping.naver.com/adcr.nhn?x=nEvOsWy1t4UM%2FVx3%2FmFbYP%2F%2F%2Fw%3D%3DsfJhWNY4xaLUk8jIWnk%2FW3CGbEHTK%2BXsC84A1esmtbtiBALcTduvVi3SqxyrOFbAzC1GlHt6MYga%2BpTjQjKahNGjqH%2BHCtcEpJiflpA37FPCYWp%2FVupYHYIVXtJacZ4NYYyuPhlW%2FEPkXoX9xMWf%2FNvytWyTi8Ex%2Bcxmjur9hUnuYD517rCqZM4RN92x0atKeXq%2FzZTUDInu2XPhaDSP20oa4%2BaeNyshi5DRh6QCgH%2FGvWAZ6yzEoqZyaW7hVFMp9PdB2mlBvTFei12M5d4tZNc6ynFOAVAdE0Yx%2FyKnucVi%2FTtEmjKRYlOdgW9yvPbf4gDO6%2BxyIj2bO0PpPP%2FHKwQP4w4tyYRIoOG7v2Z3vJybIt9ELSj9ZgOwWGT6cXiS3NUJnit2TyE8yh3GxJ0fiPB1kRzOd7HEBscF4%2FZ4sHPgpw5oLS827fKTyHio9ejsxV36ogsAbT2GMBHUreotiQGsP3i8iLr3dfnLhInm9hHEoROYrQ9tVQQMGVNWOE41qYsVzUwATT2IpaABJpwqAZygycS5rvND%2Fj6zLLz98LYlFzeotHaTWRdqNTst4mFxv1h3mUK92uAiOI%2BU1vkKVJIUgz3W6zImkC1IJVVOVmu6lNTPDL9Ue4c2U8vVZfU3pxvYe0RQPIl5xkW5twh1QaPSDAPngMOqXhm3PXZqIul58CXl251OpmWizflz2KEWcQ65OGqCgZpqQDAhuq3Y67CQHtpGMxqoCyxvaOS8e7VzNjqh%2FZemCCOboDhnweAmG&nvMid=21523770344&catId=50004707,21900원,식품,수산,해산물/어패류,문어
201414,1,TAG 내추럴 하이넥 기모티셔츠 5종 세트,https://cr.shopping.naver.com/adcr.nhn?x=WJumRp8Y3OBVh6UiP%2FXPuP%2F%2F%2Fw%3D%3Dsi8n9YWZXocXHwmDfC2E7DpQNwmZ59LcJhWVBPyPYcnFzCbY7y9BMHkDjxl1aNOGChhkwPoGlrjvaKDxuU%2BGDOYDFPwP1tBSCc0rDViT6CJ8zkGe2kTLpjVeeZURKgBVtZk%2FJikZGnclpAJc0yZ2DjWqWu7daohLiGH%2BNgoAElu5jj02AAvrmnt5XXnitiL%2BXBkSKsnLnaGIsEtTmHJIypEPg%2F6PYJW9LpCSumzPJoiiKl6jgnMWqWbL3KWH9FLwd%2FVQYtPTsGZJyV6XLZrtYKgK%2BGCsDT8UAHBLh2%2BLOf%2FT7GrKzVcBmfuhpx3sZ8qxeXk3bED9gTV4fgz5%2BoPMNbgl4k9X3UtXF6AHzw0PVBAZTvYFp2tNsACb9d7lIH2z3eoyGLSffC4aXRKNhAmYgkzW58rVcBM8xBFjIkO8BI0vn9wS8SEVrIW9veFf%2BRmmR67%2FkcnwsYBpjzam8lv310j4YXltHHePfzTc1xsTKPXC1NwHt3TpETIJQnEYw0UmAV48yEVJNHg5Lk8tLY7AD%2F5Kj7FE9XianXyfL%2BfccOZxD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKS2YnSTu4ibuMRaQ%2FU5HR3V0sDscrdM6%2FVx9ZVhdZRiKkXm92LLWkqiRw2mZU0WFLIP%2BzeHbvsSPRYtpPU5GDRBar0U4jNQQfQi7U%2B2qxhXoVsBczOT9N4m662f%2FBYWReHKnc5i2sx5ux2B0%2BrWmWHiuX5KfHfceSmQRl7ybaKcxufHNNNI%2BIz2H%2BcVC3DJA7aOuInwfQ1XmfH35WvRpRXZcWwH0hq8j690CiEGwj%2BKddzl7bA3FwDGJ147rceysFb%2BGBoyQkiFtSLwcV09cBvcbD76gdAKzKDr2bDf0%2F84b9%2FhTlMacsH1Wg9vAM3fwmg4SwcLvxUEucVmH%2BcOht40%3D&nvMid=21237478874&catId=50000803,4410원,패션의류,여성의류,티셔츠,
202484,1,옛날 그 쥐포 110장(11팩),https://cr.shopping.naver.com/adcr.nhn?x=vHUL3AdrLt%2Fi3sn06%2BPyh%2F%2F%2F%2Fw%3D%3Ds3re6sj4q33%2BiQz5bkUk%2FWoS8%2FVH5qT0yOt01zMHSCmYXcnEuYawWzl%2FYXAody5m4f70LnJvNnrBoZn0FNtiGUmb45jvwC8jE%2BRoUCpT3HVFXHMCMXubGmnSS7kaGC1W6q%2FSImwFja%2FIrWOut8fDfwoSX0QGBuGA8iYMv%2BJ7obhaBQl%2F9rNKb2exCN4Sb0C8KtsjM%2Bpdk3mri2nDedOX6YyrogXttvDuVy7Wd5N%2BAmEJbij7mE6SOo8czvPlUfQG%2FReea%2F9bCQKp9%2BwAZtdea6OzKt5wWGrU7EqzSYYHaINObO9TaPdaw1X%2Fl1RUnGp19hmeWtJmvw8M90EK%2Bzy5a1yVdN3LpKf%2FbKuiZi7z1XJQ%2BxCbwezTgguidY7atBfrTa7bJEHurnsBT8%2F%2F8AaZlpcUyHbmI6k%2Fan04F%2FvXTtgw6328DfV3F%2BXy4a%2BvXQ7L2PoVRGKE69U0rr5qui8URdocCODp3kk8f5GC62iDOfkAlSRP3VeDfjul4CgfbJB7vnIyuxCvka%2FX%2FRPoE2sYNxRIQ7rO5nlYVJvg8hHYP6ni5PcsdixOKM84nfw%2BU7IK6kr4jCIL8x2do773NAwpuJl8k8ltgnm%2FsLyeffRF2Q3xvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=21113464283&catId=50004738,31900원,식품,수산,건어물,쥐포
200932,1,[위니아대우] 클라쎄 mini 건조기 3kg 다크실버 DWR-03IDDC,https://cr.shopping.naver.com/adcr.nhn?x=oUjJRx4qW978WAFm3GuOOP%2F%2F%2Fw%3D%3DsywM%2FW7Y2aQg3qja3lgr2Cl8%2BRrMHvlaXueAF46NXWmB0iov1bmsGgxyrlzU%2FSSmWYMLoG9g5UeOr2uTVwa5q%2FYMVIau%2FjvwqOb%2BJgLYts1PmOr4eKKwoQwxy6qLd5XNdVfRjlXs%2BrBB%2BswIKT4CT2v65ma0oVJB9l0p35X5lHam%2BRCwYV7LgOQ2Pvb3p2UlX8na58gwuHm4pxy0xIQF%2FALuVw3GdaDAvxDSjC3cnt2Z%2F22ms%2BW8TiQQNz%2FOHMMFFI%2FuLU1ggBzDodHhTQCYpyZs71No91rDVf%2BXVFScanX2GZ5a0ma%2FDwz3QQr7PLlrXJV03cukp%2F9sq6JmLvPVclK8K3enoZsJknQsuxJHujfqhi%2FGjOLPptSuRKoVLlOlBx72P1MzfeDsyK%2BcBtz34gHMe3JAE0MeyXMxrauaH0Ei5iIWwNiwSW2ubIQTLagbnNp68e46oIh%2FY7MkML1pfhJ46AV%2FaGS9ezou%2BaexFSUwvfqvEb4ittHiCISXvMSH6FipVz2gduFpEG4dNjmN3sVERZJr6bZ%2Bz3bCQxUawtyjMhOHAwdycKP2XrMMvDyBYC3QjMLe9mh9BRAJCR7q4gavtUBvfoSsQPvEM6ZWUZToidjA3%2BasoI4NS19PEb33H%2Bef9Y1fhhdi2DQnZfhuKWtd6EAelhyGZyeqBnFZpu2wOEsHC78VBLnFZh%2FnDobeN&nvMid=82529746683&catId=50002346,11300원,디지털/가전,생활가전,건조기/탈수기,의류건조기
200924,1,[위니아대우] 클라쎄 스타일리쉬 미니 건조기(3kg) -  DWR-03IDWC,https://cr.shopping.naver.com/adcr.nhn?x=v1SSpO3bNPfTLE2Kj4UUGv%2F%2F%2Fw%3D%3DsFn601IIN3%2FHKOxuEopQ%2FTAvDecrMrmEdjx%2F7oBHE2lF5bmV77EVTyd7Tl4JoGKyKOUtLk9hofqK370ArIZnpc3q09pYoGjJnNpsthr2pIp3rz3JCbJPdxt%2FkFNSyFt2QfikIe2TsutZiBqEdxIIZ5RHHXcJ0HCImiBRfRPF80dYpiwBOQp21NR1zD%2FIkzLYce728u%2Bx2RDUvXoE0UDu358FHZ6YjirkEyx0YsOhRCZckyuYW9oo962E4ptNomafyD2SX2FDwIVc7Tri5%2B0QC84QQc8xU2AECb%2BfhX0vzajcVLjGeALPiJiABAKsvHIeoluHX53oRRQxG3BkpbkvjlsSnlmsUGDyAPhSv%2B6t1%2BcfFLqSFOfJvMhTnFbdog4MlA5ijqTU6jnRNRTh%2BkUVsAgez%2FY8eSma9aMvarLWce5uMlpcmfd91GsuTOUHSf2Z%2B1zU9SLiXX0rv90RI120XH12tT2AG9M5jxdXEaCkbHF0BWJfXATuKffuSKMqEVAXS1Gy5n75nWk%2FOMJBTVNiCT2v4X9pdG3cP3TlfQgLZoJeDX1ppzsJDVLSVimG5dOlZUX03dJTmKr7QjlAt2WeEZ4zazfrG08dzXDXp7gzphQyWarCq%2BUqjtwYYd4knESfP%2FeLDmhW4nn%2FKZkOl%2Fs%2FZLFlpSgmFCvqseNW8D3pBdA0Y8R71U7RN7%2Ftf%2BfLXSYrcfAl5dudTqZlos35c9ihFnIT%2B37LM%2BqpdPL00VEC0%2Bjgs%2FuwjSMQGJTg2sNfxR7oVzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=21954826519&catId=50002346,247900원,디지털/가전,생활가전,건조기/탈수기,의류건조기
200933,1,"DWR-03IDWH/대우전자,아기사랑미니건조기,3K,전자식/-배송지역",https://cr.shopping.naver.com/adcr.nhn?x=3cDoU%2FiDzyPi2jIQ9PfceP%2F%2F%2Fw%3D%3Ds62DgtPkeWaR0Sgs2eYe7BPO%2BdN98bVXR%2BaMWDWOpZC0iHGIXs%2FL3VZ9RCM5OQ1c6UTUhIfN%2B31%2F0igHAcrSa7%2Bzho2WTTuVoGDUa4GHHh3OB24re54CmRKtdnWsGz5zQ1GNSFVYGNAmKgAQROpJddiFOSaBFY3lBPyNMZ4jD7%2Bvicj5kU2v%2Bj8Z5qj9j8bXf92NDyYqp1cEhP%2BIgDnRZPmBpwUyP4zUbeur2c0ASCo8IhSsI1aXDTBdI5TPdmpMQAeIqaqmB6SsRlxURkW1LwzumP3uE6GsjxQ0LdA9hgWNGfXHvQ1bPjM6dOUgW4Xj0xS6khTnybzIU5xW3aIODJQOYo6k1Oo50TUU4fpFFbAIHs%2F2PHkpmvWjL2qy1nHubjEDQidxmm%2BrzKAuh4fZmD5%2BcaDVth0T4kao1ubwdAVoVXxH25W0mXyzw9A17AbsVGQaakG92x4prODHfLorWhd1woZLwre%2F0c6LfC8XQvOZtXvIxzXRfNTmcRie%2BJspcv3JfsO7SPOoCwnUOknVk036ZV3YcoQkljPzYSaJw5ehjwZ3nenwciRB5cNYCotqayTQH4BkTH4p3KcY6rK1ajxOQzLoHB9EFIf8zl5q3dCV%2BQSKfC1AZ%2B99aJd9DacnNGS5Rq5a7RJs9Mi37EqySqle9va1rNal40EbaprRU95xRo6ZQCXE4w9BjaJmOO%2BiboapxK8gbEWI%2Fy8dPxLpS3Aau4fTwOUqyF63FjwpQRls%3D&nvMid=16478942328&catId=50001718,356250원,디지털/가전,주방가전,식품건조기,
